Ministry,Subcategory,LineItem,amount_thousand_isk,Year,normalized_category,amount_million_isk
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,"Hlutfall af vergri landframleiðslu, %","14,6% halla árið á undan. Við afgreiðslu fjárlaga fyrir árið 2009 ríkissjóðs að raungildi á árinu 2009 samanborið við árið á undan,",14.6,2009,nan,0.0146
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,"Hlutfall af vergri landframleiðslu, %","sem samþykkt voru á Alþingi í desember árið 2008 var gert ráð svo sem af virðisaukaskatti um 19,3%, tekjusköttum um 15,4%,",15.4,2009,nan,0.0154
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,"Hlutfall af vergri landframleiðslu, %","fyrir 153,1 milljarða króna halla. Eftir samþykkt fjáraukalaga fyrir fjármagnstekjuskatti um 45,1% og vörugjöldum af ökutækjum um",45.1,2009,nan,0.0451
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,"Hlutfall af vergri landframleiðslu, %","árið 2009 í desember sl. var áætlað að tekjuhallinn yrði 151,3 78,5%.",78.5,2009,nan,0.0785
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,"Hlutfall af vergri landframleiðslu, %","milljarðar króna eða 10,1% af landsframleiðslu. Útkoma ársins sýnir",10.1,2009,nan,0.0101
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,afgreiðslu fjáraukalaga.,"(svigatölur fyrir árið 2008): skatttekjur og tryggingagjöld 87,2%",87.2,2009,nan,0.0872
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,afgreiðslu fjáraukalaga.,"(87,7%), aðrar tekjur 12,3% (11,4%), fjárframlög 0,3% (0,2%),",0.2,2009,nan,0.0002
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,afgreiðslu fjáraukalaga.,"Tekjur ríkissjóðs námu alls 439,5 milljörðum króna á árinu 2009 en sala efnislegra eigna 0,2% (0,6%) og tekjur af peningalegum",0.6,2009,nan,0.0006
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,afgreiðslu fjáraukalaga.,"áætlaðar tekjur ríkissjóðs ársins við afgreiðslu fjáraukalaga í desem- eignum 0,1% (0,0%). Af einstökum tekjustofnum ríkissjóðs er",0.0,2009,nan,0.0
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,afgreiðslu fjáraukalaga.,"ber sl. námu 417,3 milljörðum króna. Útkoma ársins reyndist því virðisaukaskattur veigamestur en hann skilaði 27,6% (28,4%) af",28.4,2009,nan,0.028399999999999998
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,afgreiðslu fjáraukalaga.,"22,2 milljörðum króna hærri en áætlað var eða um 5,3%. Einstakir tekjunum, tekjuskattar einstaklinga 20,2% (19,8%), tekjuskattur",19.8,2009,nan,0.0198
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,afgreiðslu fjáraukalaga.,"tekjustofnar voru þó ýmist umfram eða undir áætlun. Helstu lögaðila 7,1% (7,0%), skattur á fjármagnstekjur 5,9% (9,0%),",9.0,2009,nan,0.009
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,afgreiðslu fjáraukalaga.,"frávik þar sem útkoman reyndist umfram áætlun voru á tekjuskatti tryggingagjöld 10,4% (8,8%), vörugjöld 9,1% (8,6%) og vaxtatekjur",8.6,2009,nan,0.0086
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,afgreiðslu fjáraukalaga.,"lögaðila um 10,3 milljarða króna, tryggingagjöldum um 4,1 milljarð 10,0% (8,9%).",8.9,2009,nan,0.0089
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,afgreiðslu fjáraukalaga.,"króna, tekjuskatti einstaklinga um 3,7 milljarða króna, tekjum af",3.7,2009,nan,0.0037
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,afgreiðslu fjáraukalaga.,"fjármagnstekjuskatti eða um 3,1 milljarð króna og virðisaukaskatt",3.1,2009,nan,0.0031
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,afgreiðslu fjáraukalaga.,"um 1,6 milljarða króna. Undir áætlun er helst að geta vaxtatekna",1.6,2009,nan,0.0016
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,afgreiðslu fjáraukalaga.,Mynd 1 sýnir hlutfallslegt vægi helstu tekjustofna ríkissjóðs á árinu,1.0,2009,nan,0.001
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,2009.,"Mynd 1. Tekjur ríkissjóðs 2009, %",1.0,2009,nan,0.001
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,2009.,"Annað (4,5%) Skattar á tekjur og hagnað,",4.5,2009,nan,0.0045
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,2009.,"einstaklingar (20,2%)",20.2,2009,nan,0.0202
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,2009.,"Vaxtatekjur (10,0%)",10.0,2009,nan,0.01
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,2009.,"Neyslu- og leyfisgjöld (1,0%)",1.0,2009,nan,0.001
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,"Skattar á tekjur og hagnað,","Neyslu- og leyfisskattar (1,8%) lögaðilar (7,1%)",7.1,2009,nan,0.0070999999999999995
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,"Skattar á tekjur og hagnað,","Tryggingagjöld (10,4%)",10.4,2009,nan,0.0104
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,"Skattar á tekjur og hagnað,","Skattur á fjármagnstekjur (5,9%)",5.9,2009,nan,0.005900000000000001
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,Skattur á alþlóðaverslun,"Eignarskattar (1,23%)",1.23,2009,nan,0.00123
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,Skattur á alþlóðaverslun,"og viðskipti (1,2%)",1.2,2009,nan,0.0012
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,Skattur á alþlóðaverslun,"Vörugjöld (9,1%)",9.1,2009,nan,0.0091
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,Skattur á alþlóðaverslun,"Virðisaukaskattur (27,6%)",27.6,2009,nan,0.027600000000000003
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,Skattur á alþlóðaverslun,=== PAGE 10 ===,10.0,2009,nan,0.01
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,Skattur á alþlóðaverslun,"Heildarfjárheimildir til ráðstöfunar á ári hverju samanstanda af ríkisábyrgðir um 1,1 milljarð króna. Stærstu liðirnir þar sem gjöldin",1.1,2009,nan,0.0011
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,Skattur á alþlóðaverslun,"fjárheimildum ársins samkvæmt fjárlögum og fjáraukalögum að við- reyndust undir fjárheimildum voru fjármagnskostnaður um 5,1",5.1,2009,nan,0.0050999999999999995
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,Skattur á alþlóðaverslun,"bættum fluttum fjárheimildum frá árinu á undan. Heildarfjárheimildir milljarð króna, lífeyrisskuldbindingar um 4,7 milljarða króna,",4.7,2009,nan,0.0047
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,Skattur á alþlóðaverslun,"ársins 2009 námu 590,3 milljörðum króna, þar af voru 555,6 framlög til samgönguverkefna um 3,6 milljarða króna, framlög til",3.6,2009,nan,0.0036
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,Skattur á alþlóðaverslun,"milljarðar króna samþykktar við afgreiðslu fjárlaga í desember 2008 Ofanflóðasjóðs um 1,4 milljarða króna, lífeyristrygginga um 1,1",1.1,2009,nan,0.0011
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,Skattur á alþlóðaverslun,"og 13,0 milljarðar króna við afgreiðslu fjáraukalaga í desember milljarð króna og öldrunarstofnana um 1,1 milljarð króna.",1.1,2009,nan,0.0011
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,Skattur á alþlóðaverslun,"árið 2009. Fluttar fjárheimildir frá árinu 2008 voru samtals 21,7",21.7,2009,nan,0.0217
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,Skattur á alþlóðaverslun,"Gjöld ríkissjóðs á árinu 2009 að fjárhæð 578,8 milljarðar króna",578.8,2009,nan,0.5788
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"svara til 38,6% af landsframleiðslu ársins. Árið 2008 námu gjöldin",38.6,2009,nan,0.0386
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"Gjöld ríkissjóðs reyndust 578,8 milljarðar króna á árinu 2009 og 687,9 milljörðum króna eða 46,6% af landsframleiðslunni, en það",46.6,2009,nan,0.0466
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"voru 11,5 milljarða króna eða 1,9% undir heildarfjárheimildum ár voru gjöldin óvenjuhá vegna sértækra aðgerða af hálfu ríkisins í",1.9,2009,nan,0.0019
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"skriftir skattkrafna um 17,6 milljarða króna, Landspítal . ia",17.6,2009,nan,0.0176
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"eru afskriftir skattkrafna um milarða króna, Landspítali Mynd 2 sýnir hlutfallslega samsetningu gjalda ríkissjóðs eftir mála-",2.0,2009,nan,0.002
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"um 3,0 milljarða króna, Sjúkratryggingar um 1,8 milljarða króna, flokkum á árinu 2009.",1.8,2009,nan,0.0018
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"niðurfærsla eignarhluta og hlutafjár um 1,2 milljarða króna og",1.2,2009,nan,0.0012
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"Mynd 2. Gjöld ríkissjóðs 2009, %",2.0,2009,nan,0.002
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"Heilbrigðismál (20,2%) Hl Húsnæðis-, skipulags- og veitumál (0,3%)",0.3,2009,nan,0.0003
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"IM Löggæsla, réttargæsla og öryggismál (3,6%)",3.6,2009,nan,0.0036
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"Menningar, íþrótta- og trúmál (3,3%)",3.3,2009,nan,0.0033
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"Efnahags- og atvinnumál (12,0%) FT Menntamál (7,9%)",7.9,2009,nan,0.0079
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"Umhverfisvernd (0,8%)",0.8,2009,nan,0.0008
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"Varnarmál (0,3%)",0.3,2009,nan,0.0003
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,milljarðar króna.,"Almenn opinber þjónusta (22,2%) El Í Óregluleg útgjöld (6,2%)",6.2,2009,nan,0.0062
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"velferðarmál (23,3%)",23.3,2009,nan,0.0233
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"Útgjöld til heilbrigðismála, almannatrygginga og velferðarmála og gjöldum ríkissjóðs. Árið 2008 námu gjöld til þessa málaflokks 42,4",42.4,2009,nan,0.0424
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"menntamála vega þungt hjá ríkissjóði og námu þau alls 297,2 mill- milljörðum króna. Hækkun á milli ára nam 3,3 milljörðum króna eða",3.3,2009,nan,0.0033
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"jörðum króna eða 51,3% af gjöldum ríkissjóðs á árinu 2009. Árið lækkun um 3,9% að raungildi. Hér er einkum um að ræða útgjöld til",3.9,2009,nan,0.0039
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"2008 námu gjöld þessara málaflokka 252,9 milljörðum króna. Hækk- háskólastigsins 23,3 milljarða króna og framhaldsskólastigsins 18,4",18.4,2009,nan,0.0184
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"un á milli ára nemur 17,5% eða um 4,9% að raungildi. milljarða króna.",4.9,2009,nan,0.004900000000000001
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"Gjöld til heilbrigðismála námu 116,8 milljörðum króna eða 20,2% Gjöld til efnahags- og atvinnumála námu 69,4 milljörðum króna",69.4,2009,nan,0.0694
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"af gjöldum ríkissjóðs. Árið 2008 námu gjöldin 109,2 milljörðum eða 12,0% af gjöldum ríkissjóðs. Árið 2008 voru gjöld til þessa",12.0,2009,nan,0.012
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"króna. Hækkun á milli ára nam 7,6 milljörðum króna en að raungildi málaflokks 68,4 milljarðar króna. Gjöldin hækkuðu um 1,0 milljarð",1.0,2009,nan,0.001
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"lækkuðu gjöldin um 4,5%. Af gjöldum sem falla undir þennan króna á milli ára en það felur í sér lækkun um 9,4% að raungildi.",9.4,2009,nan,0.0094
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"málaflokk má nefna sjúkrahúsaþjónustu 72,8 milljarða króna, Hér er meðal annars um að ræða framlög til vegasamgangna 26,2",26.2,2009,nan,0.026199999999999998
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"almenna heilsugæslu 10,9 milljarða króna, lyf og hjálpartæki 18,5 milljarða króna, greiðslur vegna landbúnaðar 14,5 milljarða króna og",14.5,2009,nan,0.0145
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"milljarða króna og sérfræðiþjónustu 11,1 milljarður króna. flugsamgangna 4,6 milljarða króna.",4.6,2009,nan,0.0046
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"Gjöld til almannatrygginga og velferðarmála námu 134,7 milljörðum Óregluleg útgjöld ríkissjóðs sveiflast jafnan verulega frá einu ári",134.7,2009,nan,0.1347
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"króna eða 23,3% af gjöldum ríkissjóðs. Árið 2008 námu gjöld til til annars. Árið 2009 námu þau 36,1 milljarði króna eða 6,2%",6.2,2009,nan,0.0062
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"þessa málaflokks 101,2 milljörðum króna. Hækkun á milli ára var af gjöldum ríkissjóðs samanborið við 247,0 milljarða króna eða",247.0,2009,nan,0.247
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"33,4 milljarðar króna eða sem nemur 18,8% hækkun að raungildi. 35,9% árið á undan. Árið 2008 voru þessi gjöld óvenju há í",35.9,2009,nan,0.0359
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"og fötlunar 36,5 milljarðar króna, öldrunarmála 30,1 milljarður króna, afskrifta skattkrafna sem eru óvenju miklar eða 30,0 milljarðar",30.0,2009,nan,0.03
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"atvinnuleysis 25,4 milljarðar króna, barna- og vaxtabóta 20,5 mill- króna samanborið við 12,3 milljarða króna árið á undan. Miklar",12.3,2009,nan,0.0123
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,þm Ainannatyegingar og,"jarðar króna og fæðingarorlofs 10,8 milljarðar króna. afskriftir skattkrafna endurspegla erfitt árferði í atvinnulífi og hjá",10.8,2009,nan,0.0108
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"Gjöld til menntamála námu 45,7 milljörðum króna eða 7,9% af",7.9,2009,nan,0.0079
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,=== PAGE 11 ===,11.0,2009,nan,0.011
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,10,10.0,2009,nan,0.01
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"Gjöld vegna annarra málaflokka námu samtals 176,0 milljarði króna um 48,8 milljarða króna á milli ára. Fjármagnskostnaður ársins var",48.8,2009,nan,0.048799999999999996
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"eða 30,4% af gjöldum ríkissjóðs. Af veigamikum útgjöldum sem þó innan fjárheimilda en þær námu 89.4 milljörðum króna. Þegar",4.0,2009,nan,0.004
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"falla hér undir eru fjármagnskostnaður 84,3 milljarðar króna, framlög breytingar á fjármagnskostnaði á milli ára eru skoðaðar þarf að líta",84.3,2009,nan,0.0843
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"til menningar, íþrótta og trúmála 18,8 milljarðar króna og til til þess að í ársbyrjun 2008 var staða tekinna lána 311,0 milljarðar",311.0,2009,nan,0.311
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"löggæslu- og öryggismála 20,6 milljarðar króna. króna en í ársbyrjun 2009 var staðan 931,3 milljarðar króna.",931.3,2009,nan,0.9312999999999999
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"Hagræn skipting gjalda ríkissjóðs á árinu 2009 var þannig að Rekstrar- og neyslutilfærslur hækkuðu úr 187,0 milljörðum króna árið",187.0,2009,nan,0.187
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"rekstrargjöld án fjármagnskostnaðar námu 35,6% af heildargjöldum 2008 í 241,3 milljarða króna á árinu 2009 eða um 54,3 milljarða",54.3,2009,nan,0.054299999999999994
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"ríkissjóðs. Þar af námu launagjöld 20,6%, lífeyrisskuldbindingar króna. Að raungildi er hækkunin 15,2%. Þrír liðir skýra mikla hækkun",15.2,2009,nan,0.0152
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"0,2%, fjármagnstekjuskattur 0,8%, önnur gjöld 20,9% og sértekjur til að stærstum hluta. Í fyrsta lagi endurspeglast erfið efnahagsafkoma í",20.9,2009,nan,0.0209
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"lækkunar gjöldum 6,9%. Önnur útgjöld ríkissjóðs skiptust þannig að stórauknu atvinnuleysi sem mældist um 8% á árinu 2009 og framlög",8.0,2009,nan,0.008
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"fjármagnskostnaður nam 14,6%, rekstrar- og neyslutilfærslur 41,7%, til Atvinnuleysistryggingasjóðs fimmfölduðust milli ára, hækkuðu úr",41.7,2009,nan,0.0417
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"viðhaldsgjöld 1,5%, stofnkostnaður 5,4% og fjármagnstilfærslur 1,2%. 4,9 milljörðum króna í 25,5 milljarða króna eða um 20,7 milljarða",20.7,2009,nan,0.0207
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"Rekstrargjöld án fjármagnskostnaðar námu 206,3 milljörðum króna",206.3,2009,nan,0.2063
33. Gjöld heilbrigðisráðuneytis 60 eða meira Í eigu ríkissjóðs 166,fjármálastofnunum.,"á árinu 2009 samanborið við 232,7 milljarða króna árið á undan.",232.7,2009,nan,0.2327
